Date,Time,Block,Freq(Hz),Constituents,Actual (MWH),Schedule (MWH),SRAS (MWH),Deviation(MWH),Deviation (%),DSM Payable (Rs.),DSM Receivable (Rs.),Normal Rate (p/Kwh),Wt. Avg. Hybrid Rate (p/Kwh),HPDAM Ref. Rate (p/Kwh),HPDAM Normal Rate (p/Kwh),Unnamed: 16,Source_File,Processing_Date
2025-08-19,08:45,36,50.0,ACBIL,138.909089,139.5,0.0,-0.590911,-0.4236,709.49,0.0,298.08,120.07,298.08,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,09:00,37,49.95,ACBIL,138.90909,139.45,0.0,-0.54091,-0.3879,739.05,0.0,254.28,119.54,254.28,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,09:15,38,49.91,ACBIL,138.981816,139.45,0.0,-0.468184,-0.3357,793.9,0.0,249.41,118.66,249.41,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,09:30,39,49.97,ACBIL,139.41818,139.45,0.0,-0.03182,-0.0228,37.72,0.0,245.78,118.63,245.78,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,09:45,40,50.0,ACBIL,139.127271,139.45,0.0,-0.322729,-0.2314,382.79,0.0,281.28,118.62,281.28,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,10:00,41,49.98,ACBIL,137.018181,139.475,0.0,-2.456819,-1.7615,2910.33,0.0,298.59,118.46,298.59,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,10:15,42,50.05,ACBIL,137.309089,139.475,0.0,-2.165911,-1.5529,2184.18,0.0,312.56,118.64,312.56,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,10:30,43,50.02,ACBIL,136.509089,136.975,0.0,-0.465911,-0.3401,548.69,0.0,300.09,117.77,300.09,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,10:45,44,49.99,ACBIL,134.254544,134.475,0.0,-0.220456,-0.1639,257.65,0.0,277.39,116.85,277.39,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,11:00,45,49.98,ACBIL,131.636362,131.95,0.0,-0.313638,-0.2377,363.4,0.0,274.44,115.88,274.44,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,11:15,46,49.98,ACBIL,127.854544,129.45,0.0,-1.595456,-1.2325,1832.75,0.0,268.92,114.87,268.92,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,11:30,47,49.98,ACBIL,124.072726,126.95,0.0,-2.877274,-2.2665,3274.66,0.0,273.99,113.81,273.99,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,11:45,48,49.93,ACBIL,124.654544,126.95,0.0,-2.295456,-1.8082,3359.69,0.0,268.71,113.81,268.71,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,12:00,49,50.02,ACBIL,123.127272,126.95,0.0,-3.822728,-3.0112,4343.35,0.0,291.67,113.62,291.67,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,12:15,50,50.01,ACBIL,121.236362,126.95,0.0,-5.713638,-4.5007,6474.65,0.0,290.31,113.32,290.31,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,12:30,51,50.04,ACBIL,120.727271,126.95,0.0,-6.222729,-4.9017,6522.7,0.0,290.92,113.32,290.92,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,12:45,52,50.0,ACBIL,120.363636,124.45,0.0,-4.086364,-3.2835,4626.21,0.0,286.19,113.21,286.19,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,13:00,53,50.21,ACBIL,115.054544,115.85,0.0,-0.795456,-0.6866,737.3,0.0,235.99,109.04,235.99,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,13:15,54,50.16,ACBIL,117.018181,124.475,0.0,-7.456819,-5.9906,7079.86,0.0,232.35,111.7,232.35,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,13:30,55,50.11,ACBIL,116.145453,121.975,0.0,-5.829547,-4.7793,5597.75,0.0,247.52,112.97,247.52,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,13:45,56,50.04,ACBIL,119.199998,124.475,0.0,-5.275002,-4.2378,5524.92,0.0,268.53,113.23,268.53,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,14:00,57,50.07,ACBIL,122.036363,127.075,0.0,-5.038637,-3.9651,4878.12,0.0,285.28,113.9,285.28,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,14:15,58,49.94,ACBIL,123.636363,127.075,0.0,-3.438637,-2.706,4756.67,0.0,284.92,113.9,284.92,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,14:30,59,49.89,ACBIL,127.563635,129.575,0.0,-2.011365,-1.5523,3468.46,0.0,237.94,114.96,237.94,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,14:45,60,49.93,ACBIL,130.036362,132.075,0.0,-2.038638,-1.5435,3040.32,0.0,243.35,115.97,243.35,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,15:00,61,49.98,ACBIL,133.672726,134.4,0.0,-0.727274,-0.5411,859.81,0.0,220.88,118.22,220.88,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,15:15,62,49.94,ACBIL,133.672726,136.9,0.0,-3.227274,-2.3574,4695.24,0.0,213.85,119.79,213.85,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,15:30,63,49.98,ACBIL,134.836363,139.4,0.0,-4.563637,-3.2738,5504.16,0.0,211.11,120.61,211.11,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,15:45,64,49.99,ACBIL,135.272726,139.4,0.0,-4.127274,-2.9607,4980.0,0.0,212.0,120.66,212.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,16:00,65,49.88,ACBIL,135.709089,139.375,0.0,-3.665911,-2.6303,6794.38,0.0,259.99,123.56,259.99,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,16:15,66,49.93,ACBIL,136.799999,139.375,0.0,-2.575001,-1.8475,4105.87,0.0,267.07,123.99,267.07,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,16:30,67,50.04,ACBIL,142.036362,144.375,0.0,-2.338638,-1.6198,2832.07,0.0,290.0,130.92,290.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,16:45,68,50.0,ACBIL,146.399999,149.9,0.0,-3.500001,-2.3349,4953.55,0.0,303.3,141.53,303.3,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,17:00,69,50.03,ACBIL,144.290908,144.15,0.0,0.140908,0.0978,0.0,205.22,302.73,145.65,302.73,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,17:15,70,50.0,ACBIL,142.763635,144.15,0.0,-1.386365,-0.9618,2055.62,0.0,323.31,148.27,323.31,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,17:30,71,49.98,ACBIL,143.709089,144.15,0.0,-0.440911,-0.3059,661.13,0.0,330.98,149.95,330.98,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,17:45,72,50.03,ACBIL,143.70909,144.15,0.0,-0.44091,-0.3059,673.83,0.0,349.93,152.83,349.93,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,18:00,73,50.1,ACBIL,142.981817,144.4,0.0,-1.418183,-0.9821,1963.11,0.0,349.99,162.85,349.99,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,18:15,74,50.05,ACBIL,142.690907,144.4,0.0,-1.709093,-1.1836,2436.53,0.0,375.66,167.72,375.66,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,18:30,75,50.03,ACBIL,146.327272,149.9,0.0,-3.572728,-2.3834,6066.44,0.0,410.05,169.8,410.05,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,18:45,76,50.01,ACBIL,147.345453,149.9,0.0,-2.554547,-1.7042,4379.18,0.0,465.49,171.43,465.49,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,19:00,77,49.99,ACBIL,148.945453,149.925,0.0,-0.979547,-0.6534,1364.15,0.0,835.11,139.27,835.11,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,19:15,78,49.97,ACBIL,149.236362,149.925,0.0,-0.688638,-0.4593,1088.75,0.0,1000.0,158.11,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,19:30,79,50.0,ACBIL,148.581817,149.925,0.0,-1.343183,-0.8959,2123.73,0.0,1007.61,158.11,1007.61,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,19:45,80,50.03,ACBIL,149.01818,149.925,0.0,-0.90682,-0.6048,1433.74,0.0,1004.96,158.11,1004.96,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,20:00,81,50.02,ACBIL,149.01818,149.925,0.0,-0.90682,-0.6048,1433.74,0.0,1000.0,158.11,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,20:15,82,50.0,ACBIL,149.163635,149.925,0.0,-0.761365,-0.5078,1203.85,0.0,1000.0,158.11,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,20:30,83,49.96,ACBIL,149.236362,149.925,0.0,-0.688638,-0.4593,1166.59,0.0,1000.0,158.11,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,20:45,84,49.99,ACBIL,148.945453,149.925,0.0,-0.979547,-0.6534,1548.69,0.0,1000.0,158.11,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,21:00,85,49.97,ACBIL,149.381817,149.9,0.0,-0.518183,-0.3457,818.24,0.0,1000.0,157.9,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,21:15,86,49.97,ACBIL,149.381817,149.9,0.0,-0.518183,-0.3457,818.24,0.0,1000.0,157.9,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,21:30,87,50.01,ACBIL,149.454544,149.9,0.0,-0.445456,-0.2972,703.44,0.0,1000.0,157.9,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,21:45,88,50.04,ACBIL,149.599998,149.9,0.0,-0.300002,-0.2001,438.17,0.0,1000.0,157.9,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,22:00,89,50.01,ACBIL,149.599999,149.925,0.0,-0.325001,-0.2168,513.86,0.0,1000.0,158.11,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,22:15,90,50.01,ACBIL,149.381816,149.925,0.0,-0.543184,-0.3623,858.85,0.0,1000.0,158.11,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,22:30,91,50.04,ACBIL,148.799999,149.925,0.0,-1.125001,-0.7504,1645.33,0.0,1000.0,158.11,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,22:45,92,50.02,ACBIL,147.999999,149.925,0.0,-1.925001,-1.284,3043.62,0.0,1000.0,158.11,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,23:00,93,49.99,ACBIL,147.636362,149.9,0.0,-2.263638,-1.5101,3574.22,0.0,1000.0,157.9,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,23:15,94,49.99,ACBIL,145.599999,149.9,0.0,-4.300001,-2.8686,6789.7,0.0,1000.0,157.9,1000.0,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,23:30,95,50.0,ACBIL,144.945453,149.9,0.0,-4.954547,-3.3052,7474.85,0.0,865.8,150.87,865.8,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-19,23:45,96,50.01,ACBIL,144.509089,149.9,0.0,-5.390911,-3.5963,7754.27,0.0,731.11,143.84,731.11,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,00:00,1,49.98,ACBIL,142.61818,149.9,0.0,-7.28182,-4.8578,12242.16,0.0,497.46,168.12,497.46,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,00:15,2,49.92,ACBIL,143.636362,149.9,0.0,-6.263638,-4.1785,13979.51,0.0,470.09,164.41,470.09,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,00:30,3,49.96,ACBIL,143.70909,149.9,0.0,-6.19091,-4.13,10725.79,0.0,467.42,161.69,467.42,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,00:45,4,49.99,ACBIL,143.781817,149.9,0.0,-6.118183,-4.0815,9891.29,0.0,461.06,161.67,461.06,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,01:00,5,49.99,ACBIL,144.581817,149.9,0.0,-5.318183,-3.5478,8310.22,0.0,449.29,156.26,449.29,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,01:15,6,49.96,ACBIL,145.454544,149.9,0.0,-4.445456,-2.9656,7377.96,0.0,431.59,154.89,431.59,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,01:30,7,49.92,ACBIL,146.981817,149.9,0.0,-2.918183,-1.9468,6305.85,0.0,433.92,159.18,433.92,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,01:45,8,49.94,ACBIL,147.927272,149.9,0.0,-1.972728,-1.316,3756.44,0.0,417.91,156.79,417.91,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,02:00,9,49.93,ACBIL,148.872725,149.9,0.0,-1.027275,-0.6853,2017.73,0.0,403.37,152.73,403.37,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,02:15,10,49.93,ACBIL,149.163635,149.9,0.0,-0.736365,-0.4912,1437.47,0.0,399.34,151.79,399.34,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,02:30,11,49.9,ACBIL,147.563634,149.9,0.0,-2.336366,-1.5586,5262.51,0.0,395.09,150.16,395.09,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,02:45,12,49.86,ACBIL,147.927271,149.9,0.0,-1.972729,-1.316,4441.83,0.0,390.82,150.11,390.82,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,03:00,13,49.9,ACBIL,148.21818,149.9,0.0,-1.68182,-1.122,3727.29,0.0,380.1,147.75,380.1,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,03:15,14,49.86,ACBIL,147.781817,149.9,0.0,-2.118183,-1.4131,4636.0,0.0,372.88,145.91,372.88,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,03:30,15,49.93,ACBIL,146.181817,149.9,0.0,-3.718183,-2.4804,7010.79,0.0,379.1,146.62,379.1,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,03:45,16,49.99,ACBIL,146.036362,149.9,0.0,-3.863638,-2.5775,5621.15,0.0,329.98,145.49,329.98,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,04:00,17,49.98,ACBIL,144.509089,149.925,0.0,-5.415911,-3.6124,7906.13,0.0,321.98,145.98,321.98,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,04:15,18,49.98,ACBIL,142.90909,149.925,0.0,-7.01591,-4.6796,10362.48,0.0,329.92,147.7,329.92,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,04:30,19,50.01,ACBIL,139.41818,149.925,0.0,-10.50682,-7.0081,15606.8,0.0,330.93,148.54,330.93,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,04:45,20,50.01,ACBIL,137.30909,149.925,0.0,-12.61591,-8.4148,18769.94,0.0,330.99,148.78,330.99,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,05:00,21,50.04,ACBIL,136.363635,149.925,0.0,-13.561365,-9.0454,18448.89,0.0,330.97,147.07,330.97,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,05:15,22,50.0,ACBIL,136.509089,149.925,0.0,-13.415911,-8.9484,20039.35,0.0,338.99,149.37,338.99,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,05:30,23,49.96,ACBIL,137.672726,149.925,0.0,-12.252274,-8.1723,18721.47,0.0,378.62,152.8,378.62,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,05:45,24,49.97,ACBIL,137.963635,149.925,0.0,-11.961365,-7.9782,18462.37,0.0,365.58,154.35,365.58,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,06:00,25,49.99,ACBIL,137.599999,150.025,0.0,-12.425001,-8.282,19354.42,0.0,385.29,155.77,385.29,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,06:15,26,49.98,ACBIL,137.309089,150.025,0.0,-12.715911,-8.4759,20217.03,0.0,408.41,158.99,408.41,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,06:30,27,50.0,ACBIL,137.381817,144.525,0.0,-7.143183,-4.9425,10551.2,0.0,412.54,147.71,412.54,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,06:45,28,49.98,ACBIL,137.672726,144.525,0.0,-6.852274,-4.7412,10059.82,0.0,403.82,146.81,403.82,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,07:00,29,49.97,ACBIL,137.381817,150.025,0.0,-12.643183,-8.4274,17989.99,0.0,421.11,142.29,421.11,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,07:15,30,49.98,ACBIL,135.563635,150.025,0.0,-14.461365,-9.6393,20269.1,0.0,406.18,140.16,406.18,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,07:30,31,50.02,ACBIL,137.090907,149.025,0.0,-11.934093,-8.0081,15879.51,0.0,394.97,133.06,394.97,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,07:45,32,50.04,ACBIL,131.709089,144.75,0.0,-13.040911,-9.0093,14881.92,0.0,373.21,123.37,373.21,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,08:00,33,50.01,ACBIL,125.527272,128.5,0.0,-2.972728,-2.3134,3500.95,0.0,337.68,117.77,337.68,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,08:15,34,49.99,ACBIL,125.745454,128.5,0.0,-2.754546,-2.1436,3242.05,0.0,338.29,117.7,338.29,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,08:30,35,49.99,ACBIL,124.799999,128.5,0.0,-3.700001,-2.8794,4330.85,0.0,332.59,117.05,332.59,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,08:45,36,50.02,ACBIL,124.581817,128.5,0.0,-3.918183,-3.0492,4586.25,0.0,343.28,117.05,343.28,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,09:00,37,50.01,ACBIL,127.054544,127.7,0.0,-0.645456,-0.5054,737.68,0.0,317.37,114.28,317.37,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,09:15,38,50.03,ACBIL,126.981817,128.45,0.0,-1.468183,-1.143,1697.24,0.0,324.78,115.6,324.78,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,09:30,39,50.03,ACBIL,127.272726,128.45,0.0,-1.177274,-0.9165,1360.96,0.0,296.19,115.6,296.19,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,09:45,40,50.06,ACBIL,127.70909,128.45,0.0,-0.74091,-0.5768,734.81,0.0,300.63,116.68,300.63,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,10:00,41,50.07,ACBIL,127.345453,128.475,0.0,-1.129547,-0.8792,1109.85,0.0,304.68,115.6,304.68,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,10:15,42,50.08,ACBIL,127.927271,128.475,0.0,-0.547729,-0.4263,542.55,0.0,311.19,116.54,311.19,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,10:30,43,50.02,ACBIL,126.90909,125.975,0.0,0.93409,0.7415,0.0,1093.27,296.45,117.04,296.45,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,10:45,44,49.96,ACBIL,121.818181,120.475,0.0,1.343181,1.1149,0.0,1605.88,285.3,117.04,285.3,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,11:00,45,49.97,ACBIL,112.654545,111.9775,0.0,0.677045,0.6046,0.0,792.16,255.74,117.01,255.74,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,11:15,46,49.98,ACBIL,111.199999,106.4775,0.0,4.722499,4.4352,0.0,5459.21,250.91,115.6,250.91,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,11:30,47,49.99,ACBIL,102.618181,100.9775,0.0,1.640681,1.6248,0.0,1896.65,248.43,115.6,248.43,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,11:45,48,49.98,ACBIL,99.272726,98.4775,0.0,0.795226,0.8075,0.0,919.25,256.33,115.6,256.33,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,12:00,49,50.02,ACBIL,95.054545,95.23,0.0,-0.175455,-0.1842,201.79,0.0,243.1,114.98,243.1,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,12:15,50,50.04,ACBIL,93.672727,92.73,0.0,0.942727,1.0166,0.0,803.25,236.13,113.61,236.13,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,12:30,51,50.07,ACBIL,92.218181,92.205,0.0,0.013181,0.0143,0.0,0.0,225.29,113.61,225.29,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,12:45,52,50.09,ACBIL,92.436362,92.2025,0.0,0.233862,0.2536,0.0,0.0,220.82,113.61,220.82,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,13:00,53,50.13,ACBIL,91.999999,92.2275,0.0,-0.227501,-0.2467,219.69,0.0,190.59,113.61,190.59,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,13:15,54,50.13,ACBIL,91.272726,92.2275,0.0,-0.954774,-1.0352,922.04,0.0,190.66,113.61,190.66,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,13:30,55,50.25,ACBIL,91.781817,92.2275,0.0,-0.445683,-0.4832,430.41,0.0,230.21,113.61,230.21,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,13:45,56,50.13,ACBIL,91.927272,92.2275,0.0,-0.300228,-0.3255,289.9,0.0,273.65,113.61,273.65,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,14:00,57,50.24,ACBIL,93.527271,94.8275,0.0,-1.300229,-1.3712,1255.58,0.0,276.32,113.61,276.32,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,14:15,58,49.97,ACBIL,93.163636,92.3275,0.0,0.836136,0.9056,0.0,949.89,253.07,113.61,253.07,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,14:30,59,50.07,ACBIL,92.727272,94.8275,0.0,-2.100228,-2.2148,2028.13,0.0,262.92,113.61,262.92,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,14:45,60,50.02,ACBIL,94.836363,97.3275,0.0,-2.491137,-2.5595,2830.14,0.0,243.41,113.61,243.41,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,15:00,61,50.03,ACBIL,96.072727,94.6525,0.0,1.420227,1.5005,0.0,1666.89,282.68,117.37,282.68,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,15:15,62,50.04,ACBIL,97.745454,97.1525,0.0,0.592954,0.6103,0.0,522.63,287.52,117.51,287.52,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,15:30,63,50.01,ACBIL,100.654545,101.4775,0.0,-0.822955,-0.811,965.79,0.0,292.28,117.35,292.28,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,15:45,64,49.96,ACBIL,106.836362,106.98,0.0,-0.143638,-0.1343,180.81,0.0,306.1,117.51,306.1,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,16:00,65,50.05,ACBIL,111.490908,112.48,0.0,-0.989092,-0.8793,987.86,0.0,316.4,117.5,316.4,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,16:15,66,50.02,ACBIL,116.50909,117.9825,0.0,-1.47341,-1.2488,1747.45,0.0,353.2,118.6,353.2,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,16:30,67,49.96,ACBIL,121.309089,123.4825,0.0,-2.173411,-1.7601,2836.24,0.0,353.52,121.79,353.52,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,16:45,68,49.95,ACBIL,129.890908,127.8525,0.0,2.038408,1.5943,0.0,2589.32,355.45,121.79,355.45,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,17:00,69,49.96,ACBIL,135.054544,138.3775,0.0,-3.322956,-2.4014,5000.85,0.0,362.11,140.45,362.11,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,17:15,70,49.88,ACBIL,138.690907,138.9,0.0,-0.209093,-0.1505,449.33,0.0,362.96,143.26,362.96,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,17:30,71,49.92,ACBIL,140.727271,138.9,0.0,1.827271,1.3155,0.0,2953.03,402.73,145.92,402.73,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
2025-08-20,17:45,72,49.96,ACBIL,140.872726,138.9,0.0,1.972726,1.4202,0.0,2972.49,411.67,147.51,411.67,0.0,,extracted_ACBIL_DSM-2024_Data.csv,2025-09-04
