----------Northern Regional Power Committee----------,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,State,Regional_Group,Source_File,Master_Dataset_Created,Total_Records,Region
DADRI TPS,15-08-2025,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,Uttar Pradesh,Northern Plains,Supporting_files_110825-170825_WK20.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI TPS,16-08-2025,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,Uttar Pradesh,Northern Plains,Supporting_files_110825-170825_WK20.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI TPS,17-08-2025,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,768.6,Uttar Pradesh,Northern Plains,Supporting_files_110825-170825_WK20.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI-II TPS,11-08-2025,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,Uttar Pradesh,Northern Plains,Supporting_files_110825-170825_WK20.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI-II TPS,12-08-2025,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,Uttar Pradesh,Northern Plains,Supporting_files_110825-170825_WK20.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI-II TPS,13-08-2025,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,Uttar Pradesh,Northern Plains,Supporting_files_110825-170825_WK20.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI-II TPS,14-08-2025,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,Uttar Pradesh,Northern Plains,Supporting_files_110825-170825_WK20.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI-II TPS,15-08-2025,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,Uttar Pradesh,Northern Plains,Supporting_files_110825-170825_WK20.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI-II TPS,16-08-2025,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,Uttar Pradesh,Northern Plains,Supporting_files_110825-170825_WK20.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DADRI-II TPS,17-08-2025,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,918.76,459.38,459.38,459.38,459.38,459.38,459.38,459.38,459.38,459.38,459.38,459.38,459.38,Uttar Pradesh,Northern Plains,Supporting_files_110825-170825_WK20.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DEHAR HEP,11-08-2025,590,590,610,610,610,610,610,610,610,610,610,610,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,600,600,600,600,600,600,600,600,620,620,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,Himachal Pradesh,Northern Hills,Supporting_files_110825-170825_WK20.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DEHAR HEP,12-08-2025,640,640,640,640,640,640,640,640,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,560,560,560,560,560,560,560,560,560,560,600,600,600,600,600,600,600,600,590,590,590,590,590,590,590,590,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,600,600,640,640,640,640,640,640,640,600,600,600,600,600,600,600,600,600,600,600,600,Himachal Pradesh,Northern Hills,Supporting_files_110825-170825_WK20.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DEHAR HEP,13-08-2025,600,600,600,600,600,600,600,600,600,600,600,600,600,600,580,580,580,580,580,580,580,580,580,580,600,600,600,600,580,580,580,580,580,580,580,580,580,580,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,580,580,580,580,580,580,580,580,580,640,640,640,640,640,640,640,480,480,480,480,320,320,320,320,320,320,320,320,320,320,Himachal Pradesh,Northern Hills,Supporting_files_110825-170825_WK20.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DEHAR HEP,14-08-2025,320,320,160,160,160,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,160,320,320,320,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,620,620,620,620,620,620,620,620,620,620,620,620,Himachal Pradesh,Northern Hills,Supporting_files_110825-170825_WK20.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DEHAR HEP,15-08-2025,585,585,585,585,585,585,585,585,585,585,585,585,570,570,570,570,570,570,570,570,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,585,585,585,585,480,480,480,480,585,585,585,585,585,585,585,585,585,585,585,585,575,575,575,575,575,575,575,575,640,575,585,585,585,585,585,585,585,585,585,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,620,620,620,620,585,585,Himachal Pradesh,Northern Hills,Supporting_files_110825-170825_WK20.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DEHAR HEP,16-08-2025,585,585,560,560,560,560,560,560,560,560,560,560,560,560,585,585,585,585,585,585,585,585,585,585,585,585,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,585,585,585,585,585,585,560,560,560,560,560,560,560,560,560,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,620,620,620,620,600,600,Himachal Pradesh,Northern Hills,Supporting_files_110825-170825_WK20.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DEHAR HEP,17-08-2025,585,585,585,585,585,585,585,585,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,480,480,480,480,480,480,480,480,480,480,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,480,480,480,480,480,480,Himachal Pradesh,Northern Hills,Supporting_files_110825-170825_WK20.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DHAULIGANGA HEP,11-08-2025,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,292,292,292,292,292,292,292,292,276.64,276.64,276.64,292,292,292,292,276.64,276.64,276.64,276.64,276.64,276.64,Uttarakhand,Northern Hills,Supporting_files_110825-170825_WK20.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DHAULIGANGA HEP,12-08-2025,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,292,292,292,292,292,292,292,292,276.64,276.64,276.64,292,292,292,292,276.64,276.64,276.64,276.64,276.64,276.64,Uttarakhand,Northern Hills,Supporting_files_110825-170825_WK20.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DHAULIGANGA HEP,13-08-2025,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,292,292,292,292,292,292,292,292,276.64,276.64,276.64,292,292,292,292,276.64,276.64,276.64,276.64,276.64,276.64,Uttarakhand,Northern Hills,Supporting_files_110825-170825_WK20.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DHAULIGANGA HEP,14-08-2025,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,292,292,292,292,292,292,292,292,276.64,276.64,276.64,292,292,292,292,276.64,276.64,276.64,276.64,276.64,276.64,Uttarakhand,Northern Hills,Supporting_files_110825-170825_WK20.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DHAULIGANGA HEP,15-08-2025,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,292,292,292,292,292,292,292,292,276.64,276.64,276.64,292,292,292,292,276.64,276.64,276.64,276.64,276.64,276.64,Uttarakhand,Northern Hills,Supporting_files_110825-170825_WK20.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DHAULIGANGA HEP,16-08-2025,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,292,292,292,292,292,292,292,292,276.64,276.64,276.64,292,292,292,292,276.64,276.64,276.64,276.64,276.64,276.64,Uttarakhand,Northern Hills,Supporting_files_110825-170825_WK20.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DHAULIGANGA HEP,17-08-2025,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,276.64,292,292,292,292,292,292,292,292,276.64,276.64,276.64,292,292,292,292,276.64,276.64,276.64,276.64,276.64,276.64,Uttarakhand,Northern Hills,Supporting_files_110825-170825_WK20.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DULHASTI HEP,11-08-2025,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256.88,256.88,256.88,256.88,256.88,256.88,256.88,256.88,256,256,256,256.88,256.88,256.88,256.88,256,256,256,256,256,256,Jammu & Kashmir,Northern Hills,Supporting_files_110825-170825_WK20.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DULHASTI HEP,12-08-2025,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256.88,256.88,256.88,256.88,256.88,256.88,256.88,256.88,256,256,256,256.88,256.88,256.88,256.88,256,256,256,256,256,256,Jammu & Kashmir,Northern Hills,Supporting_files_110825-170825_WK20.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DULHASTI HEP,13-08-2025,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256.88,256.88,256.88,256.88,256.88,256.88,256.88,256.88,256,256,256,256.88,256.88,256.88,256.88,256,256,256,256,256,256,Jammu & Kashmir,Northern Hills,Supporting_files_110825-170825_WK20.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DULHASTI HEP,14-08-2025,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256.88,256.88,256.88,256.88,256.88,256.88,256.88,256.88,256,256,256,256.88,256.88,256.88,256.88,256,256,256,256,256,256,Jammu & Kashmir,Northern Hills,Supporting_files_110825-170825_WK20.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DULHASTI HEP,15-08-2025,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256.88,256.88,256.88,256.88,256.88,256.88,256.88,256.88,256,256,256,256.88,256.88,256.88,256.88,256,256,256,256,256,256,Jammu & Kashmir,Northern Hills,Supporting_files_110825-170825_WK20.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DULHASTI HEP,16-08-2025,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256.88,256.88,256.88,256.88,256.88,256.88,256.88,256.88,256,256,256,256.88,256.88,256.88,256.88,256,256,256,256,256,256,Jammu & Kashmir,Northern Hills,Supporting_files_110825-170825_WK20.csv,2025-09-04T17:31:08.973989,2013,NRLDC
DULHASTI HEP,17-08-2025,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256.88,256.88,256.88,256.88,256.88,256.88,256.88,256.88,256,256,256,256.88,256.88,256.88,256.88,256,256,256,256,256,256,Jammu & Kashmir,Northern Hills,Supporting_files_110825-170825_WK20.csv,2025-09-04T17:31:08.973989,2013,NRLDC
IGSTPS-JHAJJAR,11-08-2025,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,Haryana,Northern Plains,Supporting_files_110825-170825_WK20.csv,2025-09-04T17:31:08.973989,2013,NRLDC
IGSTPS-JHAJJAR,12-08-2025,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,1411.2,Haryana,Northern Plains,Supporting_files_110825-170825_WK20.csv,2025-09-04T17:31:08.973989,2013,NRLDC
